date,type,location,count
2021-02-26,Student,Lake Whitney Elementary,1
2021-02-26,Student,Lake Nona High,1
2021-02-26,Student,Evans High,1
2021-02-26,Student,Edgewater High,2
2021-02-26,Student,Conway Middle,1
2021-02-26,Student,College Park Middle,1
2021-02-26,Student,Bay Meadows Elementary,1
2021-02-26,Student,Audubon Park School (K-8),1
2021-02-26,Employee,Sand Lake Elementary,1
2021-02-26,Employee,Odyssey Middle,1
2021-02-26,Employee,Lakeview Middle,3
2021-02-26,Employee,Lake George Elementary,1
2021-02-26,Employee,Glenridge Middle,1
2021-02-26,Employee,Brookshire Elementary,1
2021-02-26,Employee,Bay Lake Elementary,1
2021-02-25,Vendor/Visitor,Chickasaw Elementary,1
2021-02-25,Student,Westpointe Elementary,1
2021-02-25,Student,West Orange High,3
2021-02-25,Student,University High,1
2021-02-25,Student,Timber Creek High,2
2021-02-25,Student,Orange Technical College - Orlando,1
2021-02-25,Student,Moss Park Elementary,1
2021-02-25,Student,Lake Nona High,3
2021-02-25,Student,Ivey Lane Elementary,1
2021-02-25,Student,Horizon West Middle,1
2021-02-25,Student,Edgewater High,2
2021-02-25,Student,Dr. Phillips Elementary,2
2021-02-25,Student,Conway Middle,1
2021-02-25,Student,Colonial High,3
2021-02-25,Student,Chickasaw Elementary,1
2021-02-25,Student,Cheney Elementary,1
2021-02-25,Student,Boone High,1
2021-02-25,Student,Blankner School (K-8),1
2021-02-25,Employee,Wolf Lake Middle,1
2021-02-25,Employee,Stone Lakes Elementary,1
2021-02-25,Employee,Piedmont Lakes Middle,2
2021-02-25,Employee,OCPS Academic Center for Excellence,1
2021-02-25,Employee,Lakeview Middle,1
2021-02-25,Employee,Keene’s Crossing Elementary,1
2021-02-25,Employee,Facilities Services,1
2021-02-25,Employee,Evans High,1
2021-02-25,Employee,Chickasaw Elementary,1
2021-02-25,Employee,Chain of Lakes Middle,1
2021-02-25,Employee,Apopka High,1
2021-02-24,Student,Winter Park High,3
2021-02-24,Student,West Orange High,1
2021-02-24,Student,Wekiva High,1
2021-02-24,Student,Timber Lakes Elementary,1
2021-02-24,Student,SunRidge Middle,1
2021-02-24,Student,Piedmont Lakes Middle,6
2021-02-24,Student,MetroWest Elementary,1
2021-02-24,Student,Lockhart Middle,1
2021-02-24,Student,Lakeview Middle,1
2021-02-24,Student,Killarney Elementary,1
2021-02-24,Student,Conway Middle,2
2021-02-24,Student,College Park Middle,1
2021-02-24,Student,Bay Lake Elementary,1
2021-02-24,Employee,Wheatley Elementary,1
2021-02-24,Employee,Teaching and Learning,1
2021-02-24,Employee,SunRidge Middle,1
2021-02-24,Employee,Lakeview Middle,1
2021-02-24,Employee,Freedom High,1
2021-02-24,Employee,Evans High,1
2021-02-23,Student,Winter Park 9th Grade Center,1
2021-02-23,Student,Westridge Middle,1
2021-02-23,Student,Timber Creek High,1
2021-02-23,Student,Sunshine Elementary,1
2021-02-23,Student,Stone Lakes Elementary,2
2021-02-23,Student,Riverside Elementary,1
2021-02-23,Student,Ocoee High,1
2021-02-23,Student,Oakshire Elementary,3
2021-02-23,Student,Legacy Middle,1
2021-02-23,Student,Lancaster Elementary,1
2021-02-23,Student,Lake Weston Elementary,2
2021-02-23,Student,Hunter’s Creek Elementary,2
2021-02-23,Student,Horizon West Middle,1
2021-02-23,Student,Dream Lake Elementary,1
2021-02-23,Student,Dr. Phillips High,1
2021-02-23,Student,Dommerich Elementary,1
2021-02-23,Student,Discovery Middle,1
2021-02-23,Student,Colonial High,1
2021-02-23,Student,Cheney Elementary,1
2021-02-23,Student,Brookshire Elementary,1
2021-02-23,Student,Boone High,3
2021-02-23,Student,Bay Meadows Elementary,1
2021-02-23,Student,Apopka Memorial Middle,1
2021-02-23,Employee,Zellwood Elementary,1
2021-02-23,Employee,Waterford Elementary,1
2021-02-23,Employee,Waterbridge Elementary,1
2021-02-23,Employee,Teaching and Learning,2
2021-02-23,Employee,Operations,1
2021-02-23,Employee,Hidden Oaks Elementary,2
2021-02-22,Vendor/Visitor,Hunter’s Creek Middle,1
2021-02-22,Student,Winter Park High,4
2021-02-22,Student,Windy Ridge School (K-8),1
2021-02-22,Student,West Orange High,1
2021-02-22,Student,Wekiva High,1
2021-02-22,Student,Wedgefield School (K-8),1
2021-02-22,Student,Water Spring Elementary,1
2021-02-22,Student,Walker Middle,1
2021-02-22,Student,University High,1
2021-02-22,Student,Timber Creek High,1
2021-02-22,Student,Sunset Park Elementary,1
2021-02-22,Student,Sunridge Elementary,2
2021-02-22,Student,Summerlake Elementary,1
2021-02-22,Student,Southwood Elementary,1
2021-02-22,Student,Pershing School (K-8),1
2021-02-22,Student,Lake Nona High,3
2021-02-22,Student,Lake Gem Elementary,1
2021-02-22,Student,Killarney Elementary,1
2021-02-22,Student,Hunter’s Creek Middle,2
2021-02-22,Student,Horizon West Middle,1
2021-02-22,Student,East River High,2
2021-02-22,Student,Cypress Creek High,1
2021-02-22,Student,Colonial High,1
2021-02-22,Student,Castleview Elementary,1
2021-02-22,Student,Boone High,1
2021-02-22,Student,Blankner School (K-8),1
2021-02-22,Student,Apopka High,2
2021-02-22,Student,Andover Elementary,1
2021-02-22,Employee,West Orange High,1
2021-02-22,Employee,Wedgefield School (K-8),1
2021-02-22,Employee,Southwood Elementary,1
2021-02-22,Employee,Sand Lake Elementary,1
2021-02-22,Employee,Operations,1
2021-02-22,Employee,Olympia High,1
2021-02-22,Employee,Oak Hill Elementary,1
2021-02-22,Employee,Legacy Middle,1
2021-02-22,Employee,Human Resources,2
2021-02-22,Employee,Gotha Middle,1
2021-02-22,Employee,Evans High,1
2021-02-22,Employee,Eagle’s Nest Elementary,1
2021-02-21,Student,Wolf Lake Elementary,1
2021-02-21,Student,Windermere High,1
2021-02-21,Student,West Orange High,1
2021-02-21,Student,Riverdale Elementary,1
2021-02-21,Student,Pershing School (K-8),1
2021-02-21,Student,Howard Middle,1
2021-02-21,Student,Glenridge Middle,1
2021-02-21,Student,Freedom High,1
2021-02-21,Student,Corner Lake Middle,1
2021-02-21,Student,Colonial High,1
2021-02-21,Student,Bay Lake Elementary,1
2021-02-21,Employee,Orange Technical College - Orlando,1
2021-02-21,Employee,Glenridge Middle,1
2021-02-20,Student,Waterbridge Elementary,1
2021-02-20,Student,Ventura Elementary,1
2021-02-20,Student,Odyssey Middle,1
2021-02-20,Employee,Teaching and Learning,1
2021-02-19,Student,Wyndham Lakes Elementary,2
2021-02-19,Student,Winter Park High,2
2021-02-19,Student,Windermere High,2
2021-02-19,Student,West Orange High,1
2021-02-19,Student,Vista Lakes Elementary,1
2021-02-19,Student,University High,1
2021-02-19,Student,Timber Creek High,1
2021-02-19,Student,Lake Nona High,2
2021-02-19,Student,Freedom High,1
2021-02-19,Student,East River High,2
2021-02-19,Student,Cypress Creek High,1
2021-02-19,Student,Bridgewater Middle,1
2021-02-19,Student,Boone High,1
2021-02-19,Student,Apopka Memorial Middle,1
2021-02-19,Student,Apopka High,1
2021-02-19,Employee,Windy Ridge School (K-8),1
2021-02-19,Employee,Wedgefield School (K-8),1
2021-02-19,Employee,SunRidge Middle,1
2021-02-19,Employee,Operations,2
2021-02-19,Employee,Memorial Middle,1
2021-02-19,Employee,Bay Meadows Elementary,1
2021-02-18,Student,Winter Park High,1
2021-02-18,Student,Westridge Middle,1
2021-02-18,Student,Walker Middle,1
2021-02-18,Student,University High,1
2021-02-18,Student,Timber Lakes Elementary,1
2021-02-18,Student,SunRidge Middle,1
2021-02-18,Student,Rosemont Elementary,1
2021-02-18,Student,Pinar Elementary,1
2021-02-18,Student,Millennia Elementary,1
2021-02-18,Student,Maitland Middle,2
2021-02-18,Student,Lake George Elementary,1
2021-02-18,Student,Colonial High,1
2021-02-18,Student,Audubon Park School (K-8),1
2021-02-18,Student,Andover Elementary,1
2021-02-18,Employee,OCPS Academic Center for Excellence,1
2021-02-18,Employee,Lockhart Elementary,1
2021-02-18,Employee,Innovation Middle,1
2021-02-18,Employee,Human Resources,2
2021-02-18,Employee,Boone High,1
2021-02-18,Employee,Azalea Park Elementary,2
2021-02-17,Student,Wyndham Lakes Elementary,1
2021-02-17,Student,Winter Park High,1
2021-02-17,Student,Windy Ridge School (K-8),1
2021-02-17,Student,Windermere High,2
2021-02-17,Student,Wetherbee Elementary,2
2021-02-17,Student,Westridge Middle,1
2021-02-17,Student,West Orange High,1
2021-02-17,Student,West Creek Elementary,1
2021-02-17,Student,Waterford Elementary,1
2021-02-17,Student,Washington Shores Elementary,1
2021-02-17,Student,Ventura Elementary,1
2021-02-17,Student,Timber Springs Middle,1
2021-02-17,Student,Shingle Creek Elementary,2
2021-02-17,Student,Prairie Lake Elementary,4
2021-02-17,Student,Orlo Vista Elementary,1
2021-02-17,Student,Moss Park Elementary,1
2021-02-17,Student,Maitland Middle,1
2021-02-17,Student,Lake Weston Elementary,1
2021-02-17,Student,Hidden Oaks Elementary,1
2021-02-17,Student,Dream Lake Elementary,1
2021-02-17,Student,Cypress Creek High,2
2021-02-17,Student,Colonial High 9th Grade Center,1
2021-02-17,Student,Colonial High,2
2021-02-17,Student,Boone High,1
2021-02-17,Student,Blankner School (K-8),1
2021-02-17,Student,Andover Elementary,1
2021-02-17,Employee,Windy Ridge School (K-8),1
2021-02-17,Employee,West Orange High,1
2021-02-17,Employee,Orange Center Elementary,1
2021-02-17,Employee,Meadow Woods Middle,1
2021-02-17,Employee,Human Resources,1
2021-02-17,Employee,Facilities Services,1
2021-02-17,Employee,Dr. Phillips High,1
2021-02-17,Employee,Catalina Elementary,1
2021-02-17,Employee,Carver Middle,1
2021-02-17,Employee,Apopka High,1
2021-02-16,Student,Winter Park High,8
2021-02-16,Student,Winter Park 9th Grade Center,1
2021-02-16,Student,Wheatley Elementary,1
2021-02-16,Student,Wekiva High,1
2021-02-16,Student,Wedgefield School (K-8),1
2021-02-16,Student,Waterford Elementary,1
2021-02-16,Student,Water Spring Elementary,1
2021-02-16,Student,University High,3
2021-02-16,Student,Timber Springs Middle,1
2021-02-16,Student,Sun Blaze Elementary,2
2021-02-16,Student,South Creek Middle,1
2021-02-16,Student,Rock Springs Elementary,2
2021-02-16,Student,Piedmont Lakes Middle,1
2021-02-16,Student,Orange Technical College - Westside,1
2021-02-16,Student,Ocoee High,1
2021-02-16,Student,Maitland Middle,1
2021-02-16,Student,Lake Whitney Elementary,2
2021-02-16,Student,Lake Weston Elementary,1
2021-02-16,Student,Hunter’s Creek Elementary,1
2021-02-16,Student,Howard Middle,1
2021-02-16,Student,Horizon West Middle,1
2021-02-16,Student,Hidden Oaks Elementary,1
2021-02-16,Student,Evans High,1
2021-02-16,Student,East Lake Elementary,1
2021-02-16,Student,Eagle’s Nest Elementary,3
2021-02-16,Student,Eagle Creek Elementary,1
2021-02-16,Student,Castle Creek Elementary,1
2021-02-16,Student,Boone High,1
2021-02-16,Student,Blankner School (K-8),1
2021-02-16,Student,Azalea Park Elementary,1
2021-02-16,Student,Audubon Park School (K-8),1
2021-02-16,Student,Arbor Ridge School (K-8),2
2021-02-16,Student,Apopka Memorial Middle,1
2021-02-16,Student,Apopka High,3
2021-02-16,Employee,University High,1
2021-02-16,Employee,Three Points Elementary,1
2021-02-16,Employee,Shingle Creek Elementary,1
2021-02-16,Employee,Pine Hills Elementary,1
2021-02-16,Employee,Orlo Vista Elementary,2
2021-02-16,Employee,Orange Center Elementary,1
2021-02-16,Employee,Operations,1
2021-02-16,Employee,Olympia High,1
2021-02-16,Employee,McCoy Elementary,1
2021-02-16,Employee,Lake Silver Elementary,1
2021-02-16,Employee,Facilities Services,1
2021-02-16,Employee,Edgewater High,1
2021-02-16,Employee,Dr. Phillips High,2
2021-02-16,Employee,Colonial High,1
2021-02-16,Employee,Chain of Lakes Middle,1
2021-02-16,Employee,Boone High,1
2021-02-15,Student,Windermere High,2
2021-02-15,Student,Westbrooke Elementary,2
2021-02-15,Student,Wekiva High,2
2021-02-15,Student,Odyssey Middle,1
2021-02-15,Student,Lake Gem Elementary,1
2021-02-15,Student,Horizon West Middle,1
2021-02-15,Student,Colonial High,3
2021-02-15,Student,Castleview Elementary,1
2021-02-15,Student,Blankner School (K-8),1
2021-02-15,Employee,Winegard Elementary,1
2021-02-15,Employee,Wekiva High,1
2021-02-15,Employee,University High,1
2021-02-15,Employee,SunRidge Middle,1
2021-02-15,Employee,Shingle Creek Elementary,1
2021-02-15,Employee,Freedom High,1
2021-02-15,Employee,Facilities Services,1
2021-02-15,Employee,Cypress Springs Elementary,1
2021-02-15,Employee,Clay Springs Elementary,1
2021-02-14,Student,Tangelo Park Elementary,1
2021-02-14,Student,Riverdale Elementary,1
2021-02-14,Employee,SunRidge Middle,1
2021-02-14,Employee,Stone Lakes Elementary,1
2021-02-14,Employee,Edgewater High,1
2021-02-12,Student,Wolf Lake Middle,1
2021-02-12,Student,Windy Ridge School (K-8),1
2021-02-12,Student,Wetherbee Elementary,1
2021-02-12,Student,Westridge Middle,1
2021-02-12,Student,West Orange High,1
2021-02-12,Student,Walker Middle,1
2021-02-12,Student,Timber Lakes Elementary,1
2021-02-12,Student,Timber Creek High,1
2021-02-12,Student,Sunridge Elementary,2
2021-02-12,Student,Roberto Clemente Middle,1
2021-02-12,Student,Pershing School (K-8),1
2021-02-12,Student,Orange Technical College - Westside,1
2021-02-12,Student,Odyssey Middle,2
2021-02-12,Student,Lake Nona High,1
2021-02-12,Student,Hunter’s Creek Middle,1
2021-02-12,Student,Gotha Middle,1
2021-02-12,Student,Glenridge Middle,2
2021-02-12,Student,Freedom High,1
2021-02-12,Student,Cypress Creek High,1
2021-02-12,Student,College Park Middle,1
2021-02-12,Student,Avalon Middle,1
2021-02-12,Student,Apopka High,2
2021-02-12,Employee,Winter Park High,2
2021-02-12,Employee,Winter Park 9th Grade Center,1
2021-02-12,Employee,Teaching and Learning,1
2021-02-12,Employee,Sunrise Elementary,1
2021-02-12,Employee,Orange County Virtual School,1
2021-02-12,Employee,Operations,3
2021-02-12,Employee,Odyssey Middle,1
2021-02-12,Employee,Ocoee High,1
2021-02-12,Employee,Hiawassee Elementary,1
2021-02-12,Employee,Apopka High,1
2021-02-11,Vendor/Visitor,Wedgefield School (K-8),1
2021-02-11,Student,Winter Park High,1
2021-02-11,Student,Windermere High,2
2021-02-11,Student,Westridge Middle,1
2021-02-11,Student,Westbrooke Elementary,1
2021-02-11,Student,Timber Springs Middle,1
2021-02-11,Student,Sunset Park Elementary,1
2021-02-11,Student,SunRidge Middle,1
2021-02-11,Student,Sand Lake Elementary,1
2021-02-11,Student,Piedmont Lakes Middle,1
2021-02-11,Student,Orange Technical College - Westside,1
2021-02-11,Student,Olympia High,1
2021-02-11,Student,Legacy Middle,1
2021-02-11,Student,Lake Weston Elementary,1
2021-02-11,Student,Hunter’s Creek Middle,1
2021-02-11,Student,Gotha Middle,1
2021-02-11,Student,Forsyth Woods Elementary,1
2021-02-11,Student,Endeavor Elementary,2
2021-02-11,Student,Discovery Middle,1
2021-02-11,Student,Colonial High 9th Grade Center,1
2021-02-11,Student,Colonial High,1
2021-02-11,Student,Bridgewater Middle,2
2021-02-11,Employee,Westpointe Elementary,1
2021-02-11,Employee,West Oaks Elementary,1
2021-02-11,Employee,Timber Springs Middle,1
2021-02-11,Employee,Tangelo Park Elementary,1
2021-02-11,Employee,SunRidge Middle,2
2021-02-11,Employee,Prairie Lake Elementary,1
2021-02-11,Employee,Pine Hills Elementary,1
2021-02-11,Employee,Orange Technical College - Westside,1
2021-02-11,Employee,Meadow Woods Elementary,1
2021-02-11,Employee,Lockhart Middle,1
2021-02-11,Employee,Endeavor Elementary,1
2021-02-11,Employee,Cypress Creek High,1
2021-02-11,Employee,Audubon Park School (K-8),1
2021-02-11,Employee,Apopka Elementary,1
2021-02-10,Student,Windermere High,1
2021-02-10,Student,West Creek Elementary,1
2021-02-10,Student,Water Spring Elementary,2
2021-02-10,Student,Sunridge Elementary,1
2021-02-10,Student,Rock Springs Elementary,1
2021-02-10,Student,Orange Technical College - Westside,1
2021-02-10,Student,Orange Technical College - Avalon,1
2021-02-10,Student,Olympia High,1
2021-02-10,Student,Ocoee Elementary,1
2021-02-10,Student,OCPS Academic Center for Excellence,1
2021-02-10,Student,Meadow Woods Middle,1
2021-02-10,Student,ESE Transition School,1
2021-02-10,Student,Dream Lake Elementary,1
2021-02-10,Student,Dr. Phillips High,2
2021-02-10,Student,Discovery Middle,1
2021-02-10,Student,Colonial High 9th Grade Center,1
2021-02-10,Student,College Park Middle,1
2021-02-10,Student,Bridgewater Middle,1
2021-02-10,Student,Baldwin Park Elementary,1
2021-02-10,Employee,Union Park Middle,1
2021-02-10,Employee,Summerlake Elementary,1
2021-02-10,Employee,Prairie Lake Elementary,1
2021-02-10,Employee,Operations,1
2021-02-10,Employee,Independence Elementary,1
2021-02-10,Employee,Facilities Services,1
2021-02-10,Employee,Edgewater High,1
2021-02-09,Vendor/Visitor,Conway Elementary,1
2021-02-09,Student,Winter Park High,1
2021-02-09,Student,Westpointe Elementary,1
2021-02-09,Student,West Orange High,2
2021-02-09,Student,West Creek Elementary,1
2021-02-09,Student,Wedgefield School (K-8),2
2021-02-09,Student,Walker Middle,1
2021-02-09,Student,University High,1
2021-02-09,Student,Timber Creek High,1
2021-02-09,Student,Sand Lake Elementary,1
2021-02-09,Student,Rosemont Elementary,1
2021-02-09,Student,Prairie Lake Elementary,4
2021-02-09,Student,Piedmont Lakes Middle,1
2021-02-09,Student,Olympia High,2
2021-02-09,Student,Ocoee Middle,1
2021-02-09,Student,Millennia Gardens Elementary,2
2021-02-09,Student,Memorial Middle,1
2021-02-09,Student,Lawton Chiles Elementary,1
2021-02-09,Student,Lancaster Elementary,1
2021-02-09,Student,John Young Elementary,1
2021-02-09,Student,Gotha Middle,1
2021-02-09,Student,Freedom High,1
2021-02-09,Student,East River High,2
2021-02-09,Student,Dream Lake Elementary,2
2021-02-09,Student,Colonial High,3
2021-02-09,Student,Brookshire Elementary,1
2021-02-09,Student,Avalon Middle,1
2021-02-09,Student,Apopka Memorial Middle,2
2021-02-09,Student,Apopka High,2
2021-02-09,Employee,Teaching and Learning,1
2021-02-09,Employee,Prairie Lake Elementary,1
2021-02-09,Employee,Operations,1
2021-02-09,Employee,Ocoee High,1
2021-02-09,Employee,Oak Ridge High,1
2021-02-09,Employee,Hospital Homebound/Esteem Academy,1
2021-02-09,Employee,Evans High,1
2021-02-09,Employee,College Park Middle,1
2021-02-08,Vendor/Visitor,Gotha Middle,1
2021-02-08,Student,Winter Park High,1
2021-02-08,Student,Windermere High,1
2021-02-08,Student,Windermere Elementary,1
2021-02-08,Student,Whispering Oak Elementary,1
2021-02-08,Student,West Orange High,1
2021-02-08,Student,Walker Middle,1
2021-02-08,Student,Union Park Middle,1
2021-02-08,Student,Timber Creek High,1
2021-02-08,Student,SunRidge Middle,1
2021-02-08,Student,Sun Blaze Elementary,1
2021-02-08,Student,Summerlake Elementary,1
2021-02-08,Student,Stone Lakes Elementary,2
2021-02-08,Student,Southwest Middle,1
2021-02-08,Student,Roberto Clemente Middle,1
2021-02-08,Student,Ocoee High,1
2021-02-08,Student,OCPS Academic Center for Excellence,1
2021-02-08,Student,Moss Park Elementary,2
2021-02-08,Student,Lawton Chiles Elementary,1
2021-02-08,Student,Lakemont Elementary,2
2021-02-08,Student,Lake Nona Middle,1
2021-02-08,Student,Lake Nona High,1
2021-02-08,Student,Lake Gem Elementary,1
2021-02-08,Student,Keene’s Crossing Elementary,1
