date,location,white,black,native,asian,pacific,multi,non-hisp,hisp,total,capacity
2021-05-17 00:00:00,Zellwood Elementary,72,22,1,1,1,4,51,49,594,578.0
2021-05-17 00:00:00,Wyndham Lakes Elementary,74,18,1,5,1,2,32,68,943,768.0
2021-05-17 00:00:00,Workforce Advantage Academy Charter,16,82,0,0,0,1,87,13,233,inf
2021-05-17 00:00:00,Wolf Lake Middle,62,32,0,2,0,4,68,32,1367,1132.0
2021-05-17 00:00:00,Wolf Lake Elementary,64,28,0,3,0,5,76,24,1004,736.0
2021-05-17 00:00:00,Winter Park High,77,10,0,8,0,4,69,31,3231,3656.0
2021-05-17 00:00:00,Winegard Elementary,72,23,1,2,1,1,30,70,669,770.0
2021-05-17 00:00:00,Windy Ridge K-8,72,13,0,11,0,4,54,46,1168,1156.0
2021-05-17 00:00:00,Windermere High School,82,8,0,7,0,2,61,39,4253,2753.0
2021-05-17 00:00:00,Windermere Elementary,81,4,0,11,1,3,83,17,650,726.0
2021-05-17 00:00:00,Whispering Oak Elementary,76,9,0,9,1,5,74,26,1069,659.0
2021-05-17 00:00:00,Wheatley Elementary,24,72,0,1,0,2,77,23,439,437.0
2021-05-17 00:00:00,Wetherbee Elementary,73,15,0,9,1,1,31,69,1111,758.0
2021-05-17 00:00:00,Westridge Middle,47,49,0,1,0,2,52,48,1214,1087.0
2021-05-17 00:00:00,Westpointe Elementary,65,27,0,4,0,4,49,51,646,791.0
2021-05-17 00:00:00,Westbrooke Elementary,62,26,1,5,1,5,68,32,566,785.0
2021-05-17 00:00:00,West Orange High,69,19,1,7,1,4,72,28,2330,3061.0
2021-05-17 00:00:00,West Oaks Elementary,6,92,0,0,1,1,92,8,546,552.0
2021-05-17 00:00:00,West Creek Elementary,72,8,1,14,1,4,46,54,716,642.0
2021-05-17 00:00:00,Wekiva High,44,50,1,3,0,2,69,31,1997,2798.0
2021-05-17 00:00:00,Wedgefield School,81,11,0,2,1,5,67,33,902,1054.0
2021-05-17 00:00:00,Waterford Elementary,72,15,0,5,1,7,50,50,570,721.0
2021-05-17 00:00:00,Waterbridge Elementary,79,13,1,3,1,3,30,70,660,814.0
2021-05-17 00:00:00,Water Spring Elementary,84,6,0,4,1,4,55,45,833,791.0
2021-05-17 00:00:00,Washington Shores Elementary,11,87,0,0,0,1,88,12,465,610.0
2021-05-17 00:00:00,Walker Middle,70,25,1,2,1,1,33,67,906,1126.0
2021-05-17 00:00:00,Vista Pointe Elementary,75,18,0,2,1,4,24,76,466,791.0
2021-05-17 00:00:00,Vista Lakes Elementary,75,13,1,8,1,3,40,60,615,731.0
2021-05-17 00:00:00,Village,80,20,0,0,0,0,60,40,5,inf
2021-05-17 00:00:00,Ventura Elementary,77,18,0,1,1,2,24,76,650,737.0
2021-05-17 00:00:00,University High,70,15,1,10,1,4,44,56,2481,2579.0
2021-05-17 00:00:00,Universal Education Center,53,33,7,0,0,7,67,33,15,inf
2021-05-17 00:00:00,Union Park Middle,75,19,0,2,1,3,29,71,779,1467.0
2021-05-17 00:00:00,Union Park Elementary,77,18,1,3,0,2,30,70,515,601.0
2021-05-17 00:00:00,UCP West Orange Charter,70,20,0,3,1,7,51,49,168,inf
2021-05-17 00:00:00,UCP Transitional Learning Academy High,66,29,1,1,0,3,54,46,144,inf
2021-05-17 00:00:00,UCP Pine Hills Charter,25,69,1,1,2,2,78,22,175,inf
2021-05-17 00:00:00,UCP Orange Charter,72,23,0,1,1,4,33,67,171,inf
2021-05-17 00:00:00,UCP East Charter,75,12,0,7,1,6,41,59,121,inf
2021-05-17 00:00:00,UCP Bailes Community Academy,72,16,0,3,0,8,48,52,345,inf
2021-05-17 00:00:00,Timber Springs Middle,68,17,0,9,0,6,56,44,924,1227.0
2021-05-17 00:00:00,Timber Lakes Elementary,68,11,0,12,1,8,62,38,783,792.0
2021-05-17 00:00:00,Timber Creek High,75,12,1,7,1,4,60,40,3503,2727.0
2021-05-17 00:00:00,Tildenville Elementary,70,23,0,1,1,5,48,52,506,682.0
2021-05-17 00:00:00,Three Points Elementary,86,8,1,1,0,3,18,82,475,640.0
2021-05-17 00:00:00,Thornebrooke Elementary,70,15,1,10,0,4,77,23,598,636.0
2021-05-17 00:00:00,Tangelo Park Elementary,23,74,0,0,1,3,76,24,480,606.0
2021-05-17 00:00:00,Sunshine High Charter,40,54,1,1,1,4,65,35,475,inf
2021-05-17 00:00:00,Sunshine Elementary,79,11,0,4,2,3,37,63,677,791.0
2021-05-17 00:00:00,Sunset Park Elementary,84,5,0,5,0,4,52,48,819,760.0
2021-05-17 00:00:00,Sunrise Elementary,80,8,0,8,0,4,68,32,484,515.0
2021-05-17 00:00:00,Sunridge Middle,74,15,0,7,0,3,73,27,1366,1126.0
2021-05-17 00:00:00,Sunridge Elementary,65,22,0,5,1,7,60,40,690,812.0
2021-05-17 00:00:00,Sun Blaze Elementary,76,9,0,8,1,6,42,58,838,755.0
2021-05-17 00:00:00,Summerlake Elementary,82,5,0,8,0,4,63,37,905,751.0
2021-05-17 00:00:00,Stone Lakes Elementary,70,13,0,12,1,5,63,37,693,752.0
2021-05-17 00:00:00,Spring Lake Elementary,89,6,1,0,0,4,32,68,470,572.0
2021-05-17 00:00:00,Southwood Elementary,67,23,0,6,1,3,43,57,498,571.0
2021-05-17 00:00:00,Southwest Middle,66,23,0,8,0,2,59,41,1435,1375.0
2021-05-17 00:00:00,South Creek Middle,72,17,1,7,1,1,33,67,1086,1132.0
2021-05-17 00:00:00,Simon Youth Found Acad At Outlet Mktpl,58,33,3,0,0,6,50,50,36,inf
2021-05-17 00:00:00,Shingle Creek Elementary,45,52,0,1,1,1,57,43,745,786.0
2021-05-17 00:00:00,Shenandoah Elementary,78,14,1,2,1,4,47,53,539,665.0
2021-05-17 00:00:00,Sheeler High Charter,52,44,1,1,1,2,59,41,367,inf
2021-05-17 00:00:00,Sand Lake Elementary,72,12,1,11,1,4,64,36,583,768.0
2021-05-17 00:00:00,Sally Ride Elementary,71,22,0,4,0,3,46,54,407,505.0
2021-05-17 00:00:00,Sadler Elementary,76,19,0,1,0,3,21,79,780,733.0
2021-05-17 00:00:00,Rosemont Elementary,8,86,0,0,1,5,86,14,559,813.0
2021-05-17 00:00:00,Rolling Hills Elementary,13,83,0,1,0,2,86,14,453,596.0
2021-05-17 00:00:00,Rock Springs Elementary,70,20,0,3,0,5,57,43,705,762.0
2021-05-17 00:00:00,Rock Lake Elementary,12,85,1,1,0,1,90,10,289,606.0
2021-05-17 00:00:00,Robinswood Middle,9,88,0,1,0,1,90,10,1179,947.0
2021-05-17 00:00:00,Riverside Elementary,38,53,0,3,0,5,74,26,507,791.0
2021-05-17 00:00:00,Riverdale Elementary,70,17,1,8,2,4,43,57,567,554.0
2021-05-17 00:00:00,Ridgewood Park Elementary,23,73,1,1,1,2,74,26,483,847.0
2021-05-17 00:00:00,Renaissance Charter School At Hunters Cre,86,7,0,4,1,1,18,82,1244,inf
2021-05-17 00:00:00,Renaissance Charter School At Goldenrod,82,13,1,2,1,2,17,83,1171,inf
2021-05-17 00:00:00,Renaissance Charter School At Chickasaw,73,22,0,2,1,2,25,75,918,inf
2021-05-17 00:00:00,Renaissance Charter At Crown Point,39,48,0,5,2,5,70,30,1128,inf
2021-05-17 00:00:00,Randall Academy,71,14,0,0,14,0,29,71,7,inf
2021-05-17 00:00:00,Prosperitas Leadership Academy Charter,11,87,1,0,0,1,85,15,84,inf
2021-05-17 00:00:00,Project Compass,55,36,5,0,0,5,55,45,22,inf
2021-05-17 00:00:00,Princeton House Charter,50,42,0,3,0,5,64,36,124,inf
2021-05-17 00:00:00,Princeton Elementary,77,14,0,2,0,6,82,18,447,498.0
2021-05-17 00:00:00,Prairie Lake Elementary,35,52,0,6,2,5,78,22,844,836.0
2021-05-17 00:00:00,Positive Pathways Transition Center,41,53,2,1,0,3,64,36,179,inf
2021-05-17 00:00:00,Pinewood Elementary,16,80,0,1,1,2,83,17,556,558.0
2021-05-17 00:00:00,Pineloch Elementary,31,64,0,1,0,3,68,32,740,770.0
2021-05-17 00:00:00,Pinecrest Preparatory Charter,77,18,1,1,0,3,39,61,236,inf
2021-05-17 00:00:00,Pinecrest Creek Charter,24,74,0,1,0,1,71,29,96,inf
2021-05-17 00:00:00,Pinecrest Collegiate Academy,69,15,0,15,0,0,54,46,13,inf
2021-05-17 00:00:00,Pinecrest Academy Avalon,65,13,1,12,1,7,50,50,352,inf
2021-05-17 00:00:00,Pine Hills Elementary,15,82,1,0,1,2,85,15,667,791.0
2021-05-17 00:00:00,Pinar Elementary,83,15,0,1,1,0,19,81,387,438.0
2021-05-17 00:00:00,Piedmont Lakes,63,32,0,1,1,3,54,46,1037,913.0
2021-05-17 00:00:00,Pershing School,81,10,1,3,1,5,65,35,718,1211.0
2021-05-17 00:00:00,Passport Charter,87,8,0,2,0,3,18,82,175,inf
2021-05-17 00:00:00,Palmetto Elementary,34,63,0,1,0,2,61,39,849,1022.0
2021-05-17 00:00:00,Palm Lake Elementary,77,12,0,7,1,3,63,37,692,651.0
2021-05-17 00:00:00,Pace Center For Girls,36,59,2,0,0,2,84,16,44,inf
2021-05-17 00:00:00,Orlo Vista Elementary,28,71,0,0,0,1,71,29,497,682.0
2021-05-17 00:00:00,Orlando Science Middle High Charter,41,21,1,34,1,3,78,22,1197,inf
2021-05-17 00:00:00,Orlando Science Elementary Charter,41,22,1,30,0,6,79,21,715,inf
2021-05-17 00:00:00,Orlando Gifted Academy,72,15,0,7,0,5,79,21,271,399.0
2021-05-17 00:00:00,Orange Youth Academy,40,56,0,2,0,2,89,11,45,inf
2021-05-17 00:00:00,Orange County Preparatory Academy Chart,71,19,0,5,2,3,37,63,262,inf
2021-05-17 00:00:00,Orange Center Elementary,15,81,1,0,1,2,82,18,315,396.0
2021-05-17 00:00:00,Olympia High,59,28,1,8,1,3,68,32,2948,3192.0
2021-05-17 00:00:00,Odyssey Middle,74,15,0,7,1,3,36,64,753,1135.0
2021-05-17 00:00:00,Ocoee Middle,54,38,1,5,1,2,61,39,1276,1306.0
2021-05-17 00:00:00,Ocoee High,42,49,1,5,1,3,73,27,2331,2778.0
2021-05-17 00:00:00,Ocoee Elementary,68,24,2,3,1,2,45,55,696,725.0
2021-05-17 00:00:00,Oakshire Elementary,81,14,0,4,0,0,22,78,568,671.0
2021-05-17 00:00:00,Oakland Avenue Charter,78,8,0,4,1,9,78,22,509,inf
2021-05-17 00:00:00,Oak Ridge High,45,50,0,2,1,1,55,45,2491,2318.0
2021-05-17 00:00:00,Oak Hill Elementary,42,49,1,4,1,3,59,41,432,606.0
2021-05-17 00:00:00,OOCVS Virtual Instruction Program,78,10,0,4,0,8,54,46,72,inf
2021-05-17 00:00:00,OCVS Virtual Franchise,68,21,1,5,0,5,63,37,3444,inf
2021-05-17 00:00:00,OCPS Academic Center For Excellence,12,86,0,0,0,2,88,12,1038,1202.0
2021-05-17 00:00:00,Northlake Park Community Elementary,80,7,0,8,0,5,48,52,673,830.0
2021-05-17 00:00:00,Moss Park Elementary,79,9,0,6,1,5,51,49,990,796.0
2021-05-17 00:00:00,Mollie Ray Elementary,14,83,1,0,1,1,85,15,414,615.0
2021-05-17 00:00:00,Millennia Gardens Elementary,45,49,1,1,0,3,51,49,907,791.0
2021-05-17 00:00:00,Millennia Elementary,65,30,0,4,0,2,39,61,847,732.0
2021-05-17 00:00:00,Metrowest Elementary,49,43,0,5,1,2,66,34,585,791.0
2021-05-17 00:00:00,Memorial Middle,27,70,0,0,0,2,71,29,853,1192.0
2021-05-17 00:00:00,Meadowbrook Middle,14,84,0,0,1,1,84,16,935,1178.0
2021-05-17 00:00:00,Meadow Woods Middle,74,21,0,3,1,1,28,72,977,1210.0
2021-05-17 00:00:00,Meadow Woods Elementary,73,21,0,2,1,3,25,75,725,791.0
2021-05-17 00:00:00,Mckay Scholarship,74,21,1,2,0,2,56,44,1777,inf
2021-05-17 00:00:00,Mccoy Elementary,86,10,0,0,0,4,18,82,507,762.0
2021-05-17 00:00:00,Maxey Elementary,36,54,1,3,1,5,62,38,392,606.0
2021-05-17 00:00:00,Maitland Middle,71,20,0,4,0,4,77,23,735,932.0
2021-05-17 00:00:00,Magnolia,56,35,0,6,0,3,68,32,108,inf
2021-05-17 00:00:00,Lucious And Emma Nixon Academy Chart,1,97,0,0,1,1,90,10,94,inf
2021-05-17 00:00:00,Lovell Elementary,76,21,0,0,1,2,36,64,694,786.0
2021-05-17 00:00:00,Lockhart Middle,34,62,0,1,0,2,72,28,831,611.0
2021-05-17 00:00:00,Lockhart Elementary,28,67,1,0,1,4,81,19,381,602.0
2021-05-17 00:00:00,Little River Elementary,70,20,1,4,0,5,31,69,405,444.0
2021-05-17 00:00:00,Liberty Middle,79,14,0,3,1,2,27,73,1073,1499.0
2021-05-17 00:00:00,Legends Academy Charter,5,95,0,0,0,0,91,9,317,inf
2021-05-17 00:00:00,Legacy Middle,69,19,1,7,1,3,40,60,795,1138.0
2021-05-17 00:00:00,Legacy High Charter,81,11,0,5,0,3,81,19,203,inf
2021-05-17 00:00:00,Lawton Chiles Elementary,76,17,0,3,1,4,32,68,638,585.0
2021-05-17 00:00:00,Laureate Park Elementary,78,7,0,9,0,5,53,47,980,791.0
2021-05-17 00:00:00,Lancaster Elementary,69,25,2,1,1,2,26,74,658,795.0
2021-05-17 00:00:00,Lakeville Elementary,45,46,1,3,1,4,69,31,651,536.0
2021-05-17 00:00:00,Lakeview Middle,64,27,1,4,1,3,58,42,819,1015.0
2021-05-17 00:00:00,Lakemont Elementary,72,17,0,5,0,6,62,38,579,711.0
2021-05-17 00:00:00,Lake Whitney Elementary,70,11,1,13,1,5,82,18,543,591.0
2021-05-17 00:00:00,Lake Weston Elementary,33,64,0,1,1,2,68,32,505,707.0
2021-05-17 00:00:00,Lake Sybelia Elementary,58,37,0,3,1,1,73,27,437,589.0
2021-05-17 00:00:00,Lake Silver Elementary,35,60,0,1,0,4,86,14,546,659.0
2021-05-17 00:00:00,Lake Nona Middle,80,9,0,7,0,3,40,60,1490,1240.0
2021-05-17 00:00:00,Lake Nona High,82,9,0,6,1,2,39,61,3442,2807.0
2021-05-17 00:00:00,Lake George Elementary,72,20,1,2,0,5,39,61,449,603.0
2021-05-17 00:00:00,Lake Gem Elementary,9,89,0,1,0,1,90,10,585,799.0
2021-05-17 00:00:00,Lake Eola Charter,65,24,0,5,0,7,82,18,212,inf
2021-05-17 00:00:00,Lake Como School,71,22,0,1,1,5,64,36,727,1194.0
2021-05-17 00:00:00,La Amistad,97,3,0,0,0,0,79,21,39,inf
2021-05-17 00:00:00,Killarney Elementary,42,46,0,4,0,7,74,26,348,395.0
2021-05-17 00:00:00,Keenes Crossing Elementary,78,6,0,9,1,5,71,29,1039,812.0
2021-05-17 00:00:00,Juvenile Offenders Program,25,75,0,0,0,0,75,25,8,inf
2021-05-17 00:00:00,Juvenile Detention,35,65,0,0,0,0,77,23,26,inf
2021-05-17 00:00:00,Jones High,10,89,0,0,0,1,89,11,1645,1582.0
2021-05-17 00:00:00,John Young Elementary,66,16,0,11,2,4,42,58,677,747.0
2021-05-17 00:00:00,Ivey Lane Elementary,11,88,0,0,0,1,85,15,336,603.0
2021-05-17 00:00:00,Innovations Middle Charter,25,73,0,1,0,2,78,22,172,inf
2021-05-17 00:00:00,Innovation Montessori Ocoee,74,12,0,6,0,7,71,29,657,inf
2021-05-17 00:00:00,Innovation Montessori High School,78,16,0,4,0,3,71,29,76,inf
2021-05-17 00:00:00,Innovation Middle,81,12,0,5,0,2,42,58,1222,1269.0
2021-05-17 00:00:00,Independence Elementary,83,5,0,8,0,4,61,39,711,786.0
2021-05-17 00:00:00,Hunters Creek Middle,82,7,1,8,1,3,34,66,1226,1010.0
2021-05-17 00:00:00,Hunters Creek Elementary,82,9,0,6,0,3,30,70,799,683.0
2021-05-17 00:00:00,Hungerford Elementary,9,89,0,0,2,0,91,9,279,447.0
2021-05-17 00:00:00,Howard Middle,68,24,0,3,1,4,75,25,939,1080.0
2021-05-17 00:00:00,Hospital Homebound,70,20,1,5,1,4,50,50,125,inf
2021-05-17 00:00:00,Horizon West Middle,85,6,0,7,0,2,47,53,1243,1194.0
2021-05-17 00:00:00,Hope Charter,76,15,0,4,0,3,85,15,420,inf
2021-05-17 00:00:00,Hillcrest Elementary,68,19,0,4,1,8,74,26,397,447.0
2021-05-17 00:00:00,Hidden Oaks Elementary,70,15,1,8,1,6,42,58,387,547.0
2021-05-17 00:00:00,Hiawassee Elementary,9,89,1,1,0,1,89,11,574,676.0
2021-05-17 00:00:00,Gotha Middle,53,36,1,6,1,3,71,29,1152,1093.0
2021-05-17 00:00:00,Glenridge Middle,72,14,0,9,0,4,53,47,1167,1175.0
2021-05-17 00:00:00,Gateway,37,52,0,0,0,12,65,35,52,inf
2021-05-17 00:00:00,Freedom Middle,76,13,0,7,1,2,33,67,1153,1157.0
2021-05-17 00:00:00,Freedom High,77,12,1,7,0,2,36,64,3494,2606.0
2021-05-17 00:00:00,Frangus Elementary,28,68,0,2,0,2,78,22,402,693.0
2021-05-17 00:00:00,Forsyth Woods Elementary,77,14,0,3,1,4,34,66,512,815.0
2021-05-17 00:00:00,Family Empowerment Scholarship Program,58,39,0,1,0,2,70,30,3220,inf
2021-05-17 00:00:00,Evans High,10,86,1,2,0,1,89,11,2377,2271.0
2021-05-17 00:00:00,Esteem Academy,86,14,0,0,0,0,67,33,21,inf
2021-05-17 00:00:00,Ese Transition,56,36,3,5,0,1,65,35,115,inf
2021-05-17 00:00:00,Engelwood Elementary,86,11,0,0,0,2,17,83,502,808.0
2021-05-17 00:00:00,Endeavor Elementary,82,8,0,5,1,4,35,65,654,703.0
2021-05-17 00:00:00,Edgewater High,42,51,0,3,0,3,82,18,1875,2318.0
2021-05-17 00:00:00,Econ River High Charter,81,13,1,2,1,2,38,62,440,inf
2021-05-17 00:00:00,Eccleston Elementary,9,90,0,0,0,0,91,9,438,635.0
2021-05-17 00:00:00,East River High,77,14,1,4,1,3,58,42,1894,3003.0
2021-05-17 00:00:00,East Lake Elementary,73,16,0,4,1,6,59,41,444,682.0
2021-05-17 00:00:00,Eagles Nest Elementary,16,81,0,0,0,3,81,19,654,658.0
2021-05-17 00:00:00,Eagle Creek Elementary,80,9,0,7,1,4,38,62,1018,786.0
2021-05-17 00:00:00,Dream Lake Elementary,69,23,0,3,1,4,47,53,709,786.0
2021-05-17 00:00:00,Dr. Phillips High,58,32,0,7,0,3,61,39,3544,2743.0
2021-05-17 00:00:00,Dr. Phillips Elementary,76,9,0,10,0,4,65,35,746,581.0
2021-05-17 00:00:00,Dover Shores Elementary,76,20,0,2,0,1,35,65,406,553.0
2021-05-17 00:00:00,Dommerich Elementary,87,7,0,2,0,4,85,15,579,488.0
2021-05-17 00:00:00,Discovery Middle,74,14,0,4,1,6,51,49,803,976.0
2021-05-17 00:00:00,Dillard Street Elementary,73,21,1,2,0,3,61,39,519,562.0
2021-05-17 00:00:00,Devereux Treatment Program,75,19,3,0,0,3,97,3,32,inf
2021-05-17 00:00:00,Deerwood Elementary,80,10,0,5,1,3,50,50,440,550.0
2021-05-17 00:00:00,Cypress Springs Elementary,74,9,1,12,1,4,53,47,696,786.0
2021-05-17 00:00:00,Cypress Creek High,73,16,1,7,1,2,33,67,3145,2763.0
2021-05-17 00:00:00,Cornerstone Charter Academy High School,80,10,2,4,1,4,57,43,500,inf
2021-05-17 00:00:00,Cornerstone Academy Charter,77,11,0,6,0,5,70,30,971,inf
2021-05-17 00:00:00,Corner Lake Middle,78,13,0,4,1,4,53,47,818,1121.0
2021-05-17 00:00:00,Conway Middle,77,17,0,1,1,4,39,61,701,926.0
2021-05-17 00:00:00,Conway Elementary,68,22,0,4,0,6,42,58,517,572.0
2021-05-17 00:00:00,Columbia Elementary,79,9,0,4,2,5,69,31,503,780.0
2021-05-17 00:00:00,Colonial High,80,13,1,3,1,2,25,75,3173,3788.0
2021-05-17 00:00:00,College Park Middle,23,69,0,2,0,5,84,16,746,783.0
2021-05-17 00:00:00,Clemente Middle School,78,13,0,5,1,2,25,75,1020,1403.0
2021-05-17 00:00:00,Clay Springs Elementary,75,17,1,1,1,6,49,51,740,786.0
2021-05-17 00:00:00,Citrus Elementary,32,55,1,8,1,3,79,21,510,566.0
2021-05-17 00:00:00,Chickasaw Elementary,77,17,1,1,1,3,29,71,561,822.0
2021-05-17 00:00:00,Cherokee,50,40,0,3,0,8,65,35,40,inf
2021-05-17 00:00:00,Cheney Elementary,73,19,0,4,0,3,39,61,477,683.0
2021-05-17 00:00:00,Chancery High Charter,59,35,2,1,1,1,43,57,482,inf
2021-05-17 00:00:00,Chain Of Lakes Middle,48,43,1,3,1,4,58,42,1131,996.0
2021-05-17 00:00:00,Central Florida Leadership Academy Chart,55,40,0,3,0,3,63,37,110,inf
2021-05-17 00:00:00,Catalina Elementary,22,76,0,0,0,1,77,23,683,754.0
2021-05-17 00:00:00,Castleview Elementary,81,5,0,10,1,2,56,44,724,791.0
2021-05-17 00:00:00,Castle Creek Elementary,66,22,1,5,1,5,42,58,621,768.0
2021-05-17 00:00:00,Carver Middle,9,90,0,0,0,0,88,12,758,1227.0
2021-05-17 00:00:00,Camelot Elementary,69,18,1,7,1,4,51,49,579,672.0
2021-05-17 00:00:00,Brookshire Elementary,76,12,0,6,1,6,64,36,539,613.0
2021-05-17 00:00:00,Bridgewater Middle,82,7,0,7,0,3,64,36,1881,1040.0
2021-05-17 00:00:00,Bridgeprep Academy Charter,82,15,0,0,1,1,14,86,301,inf
2021-05-17 00:00:00,Boone High,82,11,1,2,1,3,60,40,2748,2937.0
2021-05-17 00:00:00,Bonneville Elementary,86,9,0,1,0,4,38,62,453,842.0
2021-05-17 00:00:00,Blankner K-8,81,9,0,3,1,6,76,24,810,891.0
2021-05-17 00:00:00,Beta,49,47,0,0,2,2,49,51,53,inf
2021-05-17 00:00:00,Bay Meadows Elementary,63,12,0,19,0,6,70,30,672,801.0
2021-05-17 00:00:00,Bay Lake Elementary,83,7,0,8,0,2,45,55,743,791.0
2021-05-17 00:00:00,Baldwin Park Elementary,74,8,0,10,1,8,70,30,755,796.0
2021-05-17 00:00:00,Azalea Park Elementary,82,10,0,4,1,3,28,72,443,599.0
2021-05-17 00:00:00,Avalon Middle,76,10,1,9,1,5,62,38,999,889.0
2021-05-17 00:00:00,Avalon Elementary,78,9,0,6,1,5,66,34,660,601.0
2021-05-17 00:00:00,Audubon Park School,78,11,0,5,0,7,83,17,1028,1202.0
2021-05-17 00:00:00,Aspire Academy Charter,14,81,0,0,1,3,78,22,97,inf
2021-05-17 00:00:00,Arbor Ridge K-8,72,12,0,10,0,5,53,47,777,767.0
2021-05-17 00:00:00,Apopka Middle,66,29,0,2,1,2,52,48,1121,1076.0
2021-05-17 00:00:00,Apopka High,61,34,0,2,0,3,67,33,3400,3198.0
2021-05-17 00:00:00,Apopka Elementary,56,36,0,1,1,5,60,40,840,770.0
2021-05-17 00:00:00,Andover Elementary,72,16,1,8,1,2,41,59,738,629.0
2021-05-17 00:00:00,Aloma High Charter,67,26,1,2,0,5,49,51,487,inf
2021-05-17 00:00:00,Aloma Elementary,66,20,1,8,0,5,50,50,491,547.0
2021-05-17 00:00:00,Access Charter,69,20,0,7,1,4,55,45,131,inf
2021-05-17 00:00:00,Acceleration West,44,51,0,2,1,2,65,35,246,inf
2021-05-17 00:00:00,Acceleration East,82,15,1,0,0,2,18,82,170,inf
2021-05-17 00:00:00,AMIkids Orlando,44,56,0,0,0,0,72,28,18,inf
2021-05-01 00:00:00,Zellwood Elementary,72,22,1,1,1,4,51,49,594,578.0
2021-05-01 00:00:00,Wyndham Lakes Elementary,74,18,1,5,1,2,32,68,949,768.0
2021-05-01 00:00:00,Workforce Advantage Academy Charter,15,83,0,0,0,1,88,12,276,inf
2021-05-01 00:00:00,Wolf Lake Middle,62,32,0,2,0,4,67,33,1366,1132.0
2021-05-01 00:00:00,Wolf Lake Elementary,64,28,0,3,0,5,76,24,1000,736.0
2021-05-01 00:00:00,Winter Park High,77,10,0,8,0,4,69,31,3233,3656.0
2021-05-01 00:00:00,Winegard Elementary,73,23,1,2,1,1,30,70,663,770.0
2021-05-01 00:00:00,Windy Ridge K-8,72,13,0,11,0,4,54,46,1168,1156.0
2021-05-01 00:00:00,Windermere High School,82,8,0,7,0,2,61,39,4250,2753.0
2021-05-01 00:00:00,Windermere Elementary,81,4,0,11,1,3,83,17,652,726.0
2021-05-01 00:00:00,Whispering Oak Elementary,76,9,0,9,1,5,74,26,1069,659.0
2021-05-01 00:00:00,Wheatley Elementary,24,72,0,1,0,2,77,23,439,437.0
2021-05-01 00:00:00,Wetherbee Elementary,73,15,0,9,1,1,31,69,1110,758.0
2021-05-01 00:00:00,Westridge Middle,47,49,0,1,0,2,52,48,1214,1087.0
2021-05-01 00:00:00,Westpointe Elementary,65,27,0,4,0,4,49,51,646,791.0
2021-05-01 00:00:00,Westbrooke Elementary,62,26,1,5,1,5,68,32,566,785.0
2021-05-01 00:00:00,West Orange High,69,19,1,7,1,4,72,28,2329,3061.0
2021-05-01 00:00:00,West Oaks Elementary,6,93,0,0,1,1,92,8,548,552.0
2021-05-01 00:00:00,West Creek Elementary,72,8,1,14,1,4,46,54,715,642.0
2021-05-01 00:00:00,Wekiva High,44,50,1,3,0,2,69,31,2001,2798.0
2021-05-01 00:00:00,Wedgefield School,81,11,0,2,1,5,67,33,902,1054.0
2021-05-01 00:00:00,Waterford Elementary,72,15,0,5,1,7,50,50,570,721.0
2021-05-01 00:00:00,Waterbridge Elementary,79,13,1,3,1,3,30,70,661,814.0
2021-05-01 00:00:00,Water Spring Elementary,84,6,0,4,1,4,55,45,831,791.0
2021-05-01 00:00:00,Washington Shores Elementary,11,87,0,0,0,1,88,12,463,610.0
2021-05-01 00:00:00,Walker Middle,70,25,1,2,1,1,32,68,903,1126.0
2021-05-01 00:00:00,Vista Pointe Elementary,76,18,0,2,1,4,23,77,464,791.0
2021-05-01 00:00:00,Vista Lakes Elementary,75,13,1,8,1,3,40,60,617,731.0
2021-05-01 00:00:00,Village,33,33,0,0,0,33,100,0,3,inf
2021-05-01 00:00:00,Ventura Elementary,77,18,0,1,1,2,24,76,653,737.0
2021-05-01 00:00:00,University High,70,15,1,10,1,4,44,56,2486,2579.0
2021-05-01 00:00:00,Universal Education Center,53,33,7,0,0,7,67,33,15,inf
2021-05-01 00:00:00,Union Park Middle,75,19,0,2,1,2,29,71,779,1467.0
2021-05-01 00:00:00,Union Park Elementary,77,18,1,3,0,2,30,70,516,601.0
2021-05-01 00:00:00,UCP West Orange Charter,69,20,0,3,1,7,50,50,167,inf
2021-05-01 00:00:00,UCP Transitional Learning Academy High,66,29,1,1,0,3,54,46,144,inf
2021-05-01 00:00:00,UCP Pine Hills Charter,25,69,1,1,2,2,78,22,175,inf
2021-05-01 00:00:00,UCP Orange Charter,72,23,0,1,1,3,33,67,173,inf
2021-05-01 00:00:00,UCP East Charter,75,12,0,7,1,6,41,59,121,inf
2021-05-01 00:00:00,UCP Bailes Community Academy,72,16,0,3,0,8,48,52,345,inf
2021-05-01 00:00:00,Timber Springs Middle,68,17,0,9,0,6,56,44,927,1227.0
2021-05-01 00:00:00,Timber Lakes Elementary,68,11,0,12,1,8,62,38,783,792.0
2021-05-01 00:00:00,Timber Creek High,75,12,1,7,1,4,60,40,3502,2727.0
2021-05-01 00:00:00,Tildenville Elementary,70,23,0,1,1,5,48,52,505,682.0
2021-05-01 00:00:00,Three Points Elementary,86,8,1,1,0,3,18,82,474,640.0
2021-05-01 00:00:00,Thornebrooke Elementary,70,15,1,10,0,4,77,23,597,636.0
2021-05-01 00:00:00,Tangelo Park Elementary,23,74,0,0,0,3,76,24,478,606.0
