date,location,white,black,native,asian,pacific,multi,non-hisp,hisp,total,capacity
2021-03-16 00:00:00,Wekiva High,44,50,1,3,0,2,69,31,2019,2707.0
2021-03-16 00:00:00,Wedgefield School,81,11,0,2,1,5,67,33,896,1054.0
2021-03-16 00:00:00,Waterford Elementary,72,16,0,5,1,6,50,50,574,721.0
2021-03-16 00:00:00,Waterbridge Elementary,79,13,1,3,1,3,29,71,651,814.0
2021-03-16 00:00:00,Water Spring Elementary,85,6,0,4,1,4,56,44,805,791.0
2021-03-16 00:00:00,Washington Shores Elementary,12,87,0,0,0,1,87,13,462,644.0
2021-03-16 00:00:00,Walker Middle,70,25,1,2,1,1,32,68,901,1163.0
2021-03-16 00:00:00,Vista Pointe Elementary,77,17,0,2,1,4,23,77,460,791.0
2021-03-16 00:00:00,Vista Lakes Elementary,75,13,1,8,1,3,40,60,616,731.0
2021-03-16 00:00:00,Village,40,40,0,0,0,20,80,20,5,inf
2021-03-16 00:00:00,Ventura Elementary,77,18,1,1,1,2,24,76,655,777.0
2021-03-16 00:00:00,University High,70,15,1,10,1,4,43,57,2504,2590.0
2021-03-16 00:00:00,Universal Education Center,53,33,7,0,0,7,67,33,15,inf
2021-03-16 00:00:00,Union Park Middle,75,19,0,2,1,2,29,71,763,1318.0
2021-03-16 00:00:00,Union Park Elementary,77,18,1,3,0,2,30,70,512,601.0
2021-03-16 00:00:00,UCP West Orange Charter,69,20,0,3,1,8,51,49,168,inf
2021-03-16 00:00:00,UCP Transitional Learning Academy High,66,29,1,1,0,3,54,46,144,inf
2021-03-16 00:00:00,UCP Pine Hills Charter,25,70,1,1,2,2,78,22,178,inf
2021-03-16 00:00:00,UCP Orange Charter,73,23,0,1,1,3,33,67,172,inf
2021-03-16 00:00:00,UCP East Charter,75,12,0,7,1,6,43,57,120,inf
2021-03-16 00:00:00,UCP Bailes Community Academy,73,15,0,3,0,8,48,52,348,inf
2021-03-16 00:00:00,Timber Springs Middle,68,17,0,9,0,6,56,44,924,1227.0
2021-03-16 00:00:00,Timber Lakes Elementary,69,11,0,12,1,8,62,38,777,792.0
2021-03-16 00:00:00,Timber Creek High,75,12,1,7,1,4,60,40,3507,2592.0
2021-03-16 00:00:00,Tildenville Elementary,70,23,0,1,1,5,48,52,501,682.0
2021-03-16 00:00:00,Three Points Elementary,86,8,1,1,1,3,19,81,468,654.0
2021-03-16 00:00:00,Thornebrooke Elementary,70,16,1,10,0,4,77,23,588,636.0
2021-03-16 00:00:00,Tangelo Park Elementary,23,74,0,0,0,2,76,24,470,606.0
2021-03-16 00:00:00,Sunshine High Charter,40,55,1,1,1,3,64,36,505,inf
2021-03-16 00:00:00,Sunshine Elementary,80,10,0,4,2,3,37,63,660,791.0
2021-03-16 00:00:00,Sunset Park Elementary,84,6,0,5,0,5,52,48,814,753.0
2021-03-16 00:00:00,Sunrise Elementary,80,8,0,8,0,4,69,31,471,551.0
2021-03-16 00:00:00,Sunridge Middle,74,15,0,7,0,3,74,26,1366,1126.0
2021-03-16 00:00:00,Sunridge Elementary,65,22,0,5,1,7,59,41,693,812.0
2021-03-16 00:00:00,Sun Blaze Elementary,76,9,0,8,0,7,42,58,814,786.0
2021-03-16 00:00:00,Summerlake Elementary,81,5,0,9,0,4,63,37,888,791.0
2021-03-16 00:00:00,Stone Lakes Elementary,70,13,0,11,1,5,63,37,687,752.0
2021-03-16 00:00:00,Spring Lake Elementary,90,6,0,0,0,3,32,68,459,572.0
2021-03-16 00:00:00,Southwood Elementary,68,22,0,6,1,3,42,58,495,571.0
2021-03-16 00:00:00,Southwest Middle,66,24,0,8,0,2,59,41,1433,1163.0
2021-03-16 00:00:00,South Creek Middle,72,17,1,7,1,1,33,67,1086,1077.0
2021-03-16 00:00:00,Simon Youth Found Acad At Outlet Mktpl,61,31,3,0,0,6,50,50,36,inf
2021-03-16 00:00:00,Shingle Creek Elementary,45,52,0,1,1,1,58,42,745,752.0
2021-03-16 00:00:00,Shenandoah Elementary,78,14,1,2,1,4,47,53,538,665.0
2021-03-16 00:00:00,Sheeler High Charter,52,43,1,1,1,2,60,40,372,inf
2021-03-16 00:00:00,Sand Lake Elementary,72,11,1,12,1,4,65,35,578,768.0
2021-03-16 00:00:00,Sally Ride Elementary,73,20,0,4,0,3,45,55,404,544.0
2021-03-16 00:00:00,Sadler Elementary,75,20,0,1,0,3,20,80,771,761.0
2021-03-16 00:00:00,Rosemont Elementary,8,85,0,0,1,5,86,14,543,813.0
2021-03-16 00:00:00,Rolling Hills Elementary,13,83,0,1,0,2,86,14,455,721.0
2021-03-16 00:00:00,Rock Springs Elementary,70,20,0,3,0,6,56,44,708,803.0
2021-03-16 00:00:00,Rock Lake Elementary,11,85,1,1,0,1,90,10,281,582.0
2021-03-16 00:00:00,Robinswood Middle,9,88,0,1,0,1,90,10,1173,947.0
2021-03-16 00:00:00,Riverside Elementary,38,54,0,3,0,5,75,25,506,791.0
2021-03-16 00:00:00,Riverdale Elementary,69,18,1,7,2,3,43,57,570,554.0
2021-03-16 00:00:00,Ridgewood Park Elementary,24,72,1,1,1,2,73,27,464,811.0
2021-03-16 00:00:00,Renaissance Charter School At Hunters Cre,86,7,0,4,1,1,18,82,1249,inf
2021-03-16 00:00:00,Renaissance Charter School At Goldenrod,82,13,1,2,1,2,17,83,1169,inf
2021-03-16 00:00:00,Renaissance Charter School At Chickasaw,73,22,0,2,1,2,26,74,921,inf
2021-03-16 00:00:00,Renaissance Charter At Crown Point,39,48,0,5,2,5,70,30,1132,inf
2021-03-16 00:00:00,Randall Academy,71,14,0,0,14,0,29,71,7,inf
2021-03-16 00:00:00,Prosperitas Leadership Academy Charter,18,81,1,0,0,1,79,21,134,inf
2021-03-16 00:00:00,Project Compass,57,35,4,0,0,4,52,48,23,inf
2021-03-16 00:00:00,Princeton House Charter,50,42,0,3,0,5,64,36,124,inf
2021-03-16 00:00:00,Princeton Elementary,78,13,0,2,0,6,81,19,445,498.0
2021-03-16 00:00:00,Prairie Lake Elementary,36,52,0,6,2,5,77,23,836,809.0
2021-03-16 00:00:00,Positive Pathways Transition Center,47,46,1,3,0,4,63,37,103,inf
2021-03-16 00:00:00,Pinewood Elementary,16,79,0,1,1,2,83,17,556,558.0
2021-03-16 00:00:00,Pineloch Elementary,32,64,0,1,0,2,68,32,744,770.0
2021-03-16 00:00:00,Pinecrest Preparatory Charter,77,18,1,1,0,3,39,61,236,inf
2021-03-16 00:00:00,Pinecrest Creek Charter,24,74,0,1,0,1,71,29,96,inf
2021-03-16 00:00:00,Pinecrest Collegiate Academy,69,15,0,15,0,0,54,46,13,inf
2021-03-16 00:00:00,Pinecrest Academy Avalon,65,13,1,12,1,7,50,50,353,inf
2021-03-16 00:00:00,Pine Hills Elementary,15,81,1,0,1,2,84,16,660,791.0
2021-03-16 00:00:00,Pinar Elementary,84,15,0,1,1,0,20,80,390,587.0
2021-03-16 00:00:00,Piedmont Lakes,63,32,0,1,1,3,54,46,1037,1028.0
2021-03-16 00:00:00,Pershing School,82,10,1,3,1,5,65,35,730,1211.0
2021-03-16 00:00:00,Passport Charter,87,8,0,2,0,3,18,82,175,inf
2021-03-16 00:00:00,Palmetto Elementary,34,63,0,1,0,2,61,39,859,1022.0
2021-03-16 00:00:00,Palm Lake Elementary,78,12,0,7,1,3,63,37,691,651.0
2021-03-16 00:00:00,Pace Center For Girls,44,51,2,0,0,2,80,20,41,inf
2021-03-16 00:00:00,Orlo Vista Elementary,28,71,0,0,0,1,71,29,499,682.0
2021-03-16 00:00:00,Orlando Science Middle High Charter,41,21,1,33,1,3,78,22,1199,inf
2021-03-16 00:00:00,Orlando Science Elementary Charter,41,22,1,30,0,6,79,21,720,inf
2021-03-16 00:00:00,Orlando Gifted Academy,71,15,0,7,0,5,79,21,273,399.0
2021-03-16 00:00:00,Orange Youth Academy,38,63,0,0,0,0,80,20,40,inf
2021-03-16 00:00:00,Orange County Preparatory Academy Chart,72,18,0,5,2,2,36,64,257,inf
2021-03-16 00:00:00,Orange Center Elementary,15,81,1,0,1,2,82,18,312,412.0
2021-03-16 00:00:00,Olympia High,59,28,1,8,1,3,68,32,2953,3263.0
2021-03-16 00:00:00,Odyssey Middle,74,15,0,7,1,3,36,64,753,1074.0
2021-03-16 00:00:00,Ocoee Middle,54,38,1,4,1,2,61,39,1271,1305.0
2021-03-16 00:00:00,Ocoee High,43,49,1,5,1,2,73,27,2344,2770.0
2021-03-16 00:00:00,Ocoee Elementary,69,24,2,3,1,2,44,56,684,725.0
2021-03-16 00:00:00,Oakshire Elementary,81,14,0,4,0,0,22,78,563,671.0
2021-03-16 00:00:00,Oakland Avenue Charter,78,8,0,4,1,9,78,22,512,inf
2021-03-16 00:00:00,Oak Ridge High,45,50,0,2,1,1,55,45,2518,2242.0
2021-03-16 00:00:00,Oak Hill Elementary,41,49,1,4,1,3,59,41,437,606.0
2021-03-16 00:00:00,OOCVS Virtual Instruction Program,77,11,0,4,0,8,53,47,75,inf
2021-03-16 00:00:00,OCVS Virtual Franchise,67,22,1,5,0,5,63,37,3505,inf
2021-03-16 00:00:00,OCPS Academic Center For Excellence,12,86,0,0,0,2,88,12,1031,1202.0
2021-03-16 00:00:00,Northlake Park Community Elementary,80,7,0,8,0,4,49,51,668,830.0
2021-03-16 00:00:00,Moss Park Elementary,79,10,0,6,1,5,51,49,973,796.0
2021-03-16 00:00:00,Mollie Ray Elementary,14,83,1,0,1,1,84,16,411,605.0
2021-03-16 00:00:00,Millennia Gardens Elementary,45,50,0,1,0,3,51,49,890,791.0
2021-03-16 00:00:00,Millennia Elementary,64,30,0,4,0,2,39,61,827,732.0
2021-03-16 00:00:00,Metrowest Elementary,51,42,0,5,1,2,65,35,580,791.0
2021-03-16 00:00:00,Memorial Middle,27,71,0,0,0,2,71,29,848,1191.0
2021-03-16 00:00:00,Meadowbrook Middle,14,83,0,0,1,1,84,16,942,1178.0
2021-03-16 00:00:00,Meadow Woods Middle,75,20,0,3,1,1,27,73,967,1150.0
2021-03-16 00:00:00,Meadow Woods Elementary,73,20,0,2,1,3,25,75,728,791.0
2021-03-16 00:00:00,Mckay Scholarship,74,21,1,2,0,2,57,43,1796,inf
2021-03-16 00:00:00,Mccoy Elementary,86,10,0,0,0,4,17,83,499,711.0
2021-03-16 00:00:00,Maxey Elementary,36,53,1,3,1,5,62,38,396,603.0
2021-03-16 00:00:00,Maitland Middle,71,21,0,4,0,4,77,23,738,932.0
2021-03-16 00:00:00,Magnolia,56,36,0,5,0,3,68,32,105,inf
2021-03-16 00:00:00,Lucious And Emma Nixon Academy Chart,4,94,0,0,1,1,89,11,106,inf
2021-03-16 00:00:00,Lovell Elementary,77,20,0,0,1,2,35,65,686,768.0
2021-03-16 00:00:00,Lockhart Middle,34,62,0,1,0,2,72,28,838,611.0
2021-03-16 00:00:00,Lockhart Elementary,27,67,1,0,1,4,82,18,368,594.0
2021-03-16 00:00:00,Little River Elementary,71,20,1,4,0,4,31,69,406,444.0
2021-03-16 00:00:00,Liberty Middle,79,14,0,3,1,2,27,73,1081,1487.0
2021-03-16 00:00:00,Legends Academy Charter,5,94,0,0,0,0,91,9,319,inf
2021-03-16 00:00:00,Legacy Middle,69,18,1,8,1,3,40,60,788,1089.0
2021-03-16 00:00:00,Legacy High Charter,81,11,0,5,0,3,81,19,202,inf
2021-03-16 00:00:00,Lawton Chiles Elementary,76,16,0,3,1,4,32,68,630,585.0
2021-03-16 00:00:00,Laureate Park Elementary,78,7,0,9,0,5,54,46,967,791.0
2021-03-16 00:00:00,Lancaster Elementary,69,25,2,1,1,2,27,73,658,795.0
2021-03-16 00:00:00,Lakeville Elementary,44,46,1,3,1,5,69,31,643,536.0
2021-03-16 00:00:00,Lakeview Middle,64,27,1,4,1,3,58,42,822,1069.0
2021-03-16 00:00:00,Lakemont Elementary,71,18,0,5,0,6,63,37,575,707.0
2021-03-16 00:00:00,Lake Whitney Elementary,70,11,1,13,1,5,82,18,541,566.0
2021-03-16 00:00:00,Lake Weston Elementary,33,64,0,1,1,2,68,32,507,707.0
2021-03-16 00:00:00,Lake Sybelia Elementary,59,36,0,3,1,1,73,27,438,589.0
2021-03-16 00:00:00,Lake Silver Elementary,35,60,0,1,0,4,86,14,544,659.0
2021-03-16 00:00:00,Lake Nona Middle,80,9,0,7,0,3,40,60,1495,1235.0
2021-03-16 00:00:00,Lake Nona High,82,9,0,6,1,2,40,60,3448,2807.0
2021-03-16 00:00:00,Lake George Elementary,73,21,1,2,0,4,39,61,444,591.0
2021-03-16 00:00:00,Lake Gem Elementary,9,89,0,1,0,1,90,10,569,568.0
2021-03-16 00:00:00,Lake Eola Charter,65,23,0,5,0,7,82,18,213,inf
2021-03-16 00:00:00,Lake Como School,71,22,0,1,1,5,63,37,731,1190.0
2021-03-16 00:00:00,La Amistad,85,12,0,3,0,0,82,18,33,inf
2021-03-16 00:00:00,Killarney Elementary,43,45,0,4,0,9,74,26,355,395.0
2021-03-16 00:00:00,Keenes Crossing Elementary,79,6,0,9,1,5,71,29,1034,812.0
2021-03-16 00:00:00,Juvenile Offenders Program,30,70,0,0,0,0,80,20,10,inf
2021-03-16 00:00:00,Juvenile Detention,25,68,4,0,0,4,79,21,28,inf
2021-03-16 00:00:00,Jones High,10,88,0,0,0,1,89,11,1670,1578.0
2021-03-16 00:00:00,John Young Elementary,67,16,0,11,2,4,42,58,675,747.0
2021-03-16 00:00:00,Ivey Lane Elementary,11,87,0,0,0,1,85,15,333,593.0
2021-03-16 00:00:00,Innovations Middle Charter,24,73,0,1,0,2,79,21,177,inf
2021-03-16 00:00:00,Innovation Montessori Ocoee,74,12,0,6,0,7,71,29,658,inf
2021-03-16 00:00:00,Innovation Montessori High School,78,16,0,4,0,3,71,29,76,inf
2021-03-16 00:00:00,Innovation Middle,81,11,0,5,0,2,41,59,1220,1201.0
2021-03-16 00:00:00,Independence Elementary,83,5,0,8,0,4,61,39,701,786.0
2021-03-16 00:00:00,Hunters Creek Middle,82,7,1,8,1,2,34,66,1227,969.0
2021-03-16 00:00:00,Hunters Creek Elementary,82,9,0,6,0,3,30,70,791,683.0
2021-03-16 00:00:00,Hungerford Elementary,9,88,0,0,2,1,91,9,275,437.0
2021-03-16 00:00:00,Howard Middle,68,24,0,3,1,4,75,25,942,1075.0
2021-03-16 00:00:00,Hospital Homebound,69,21,1,5,1,3,52,48,121,inf
2021-03-16 00:00:00,Horizon West Middle,85,6,0,7,0,2,47,53,1237,1194.0
2021-03-16 00:00:00,Hope Charter,76,15,0,4,0,3,85,15,420,inf
2021-03-16 00:00:00,Hillcrest Elementary,68,19,0,4,1,8,74,26,398,447.0
2021-03-16 00:00:00,Hidden Oaks Elementary,70,15,1,8,1,5,42,58,381,585.0
2021-03-16 00:00:00,Hiawassee Elementary,9,89,1,1,0,1,89,11,568,676.0
2021-03-16 00:00:00,Gotha Middle,53,35,1,6,1,3,71,29,1143,1093.0
2021-03-16 00:00:00,Glenridge Middle,72,14,0,9,0,4,54,46,1164,1211.0
2021-03-16 00:00:00,Gateway,42,47,0,0,0,11,67,33,55,inf
2021-03-16 00:00:00,Freedom Middle,77,12,0,7,1,2,33,67,1136,1066.0
2021-03-16 00:00:00,Freedom High,78,12,1,7,0,2,36,64,3484,2606.0
2021-03-16 00:00:00,Frangus Elementary,28,69,0,2,0,2,77,23,391,710.0
2021-03-16 00:00:00,Forsyth Woods Elementary,77,14,0,3,1,4,34,66,508,815.0
2021-03-16 00:00:00,Family Empowerment Scholarship Program,57,39,0,1,0,2,70,30,3295,inf
2021-03-16 00:00:00,Evans High,10,86,1,2,0,1,89,11,2379,2289.0
2021-03-16 00:00:00,Esteem Academy,87,13,0,0,0,0,71,29,31,inf
2021-03-16 00:00:00,Ese Transition,55,36,2,5,0,2,64,36,123,inf
2021-03-16 00:00:00,Engelwood Elementary,87,11,0,0,0,2,17,83,498,791.0
2021-03-16 00:00:00,Endeavor Elementary,82,8,0,5,1,4,34,66,644,649.0
2021-03-16 00:00:00,Edgewater High,42,51,0,3,0,3,82,18,1878,2318.0
2021-03-16 00:00:00,Econ River High Charter,80,13,1,1,1,3,39,61,420,inf
2021-03-16 00:00:00,Eccleston Elementary,9,91,0,0,0,0,91,9,433,635.0
2021-03-16 00:00:00,East River High,77,14,1,5,1,3,58,42,1897,3002.0
2021-03-16 00:00:00,East Lake Elementary,74,16,0,4,1,5,59,41,439,682.0
2021-03-16 00:00:00,Eagles Nest Elementary,16,81,0,0,1,2,81,19,650,658.0
2021-03-16 00:00:00,Eagle Creek Elementary,80,9,0,7,1,4,39,61,1000,786.0
2021-03-16 00:00:00,Dream Lake Elementary,69,23,0,3,1,4,47,53,684,786.0
2021-03-16 00:00:00,Dr. Phillips High,58,32,0,7,0,3,61,39,3552,2799.0
2021-03-16 00:00:00,Dr. Phillips Elementary,76,9,0,10,0,4,65,35,735,581.0
2021-03-16 00:00:00,Dover Shores Elementary,76,20,1,2,0,2,35,65,400,603.0
2021-03-16 00:00:00,Dommerich Elementary,86,8,0,2,0,4,86,14,578,488.0
2021-03-16 00:00:00,Discovery Middle,74,14,0,4,1,6,51,49,808,975.0
2021-03-16 00:00:00,Dillard Street Elementary,73,22,1,1,0,3,61,39,509,562.0
2021-03-16 00:00:00,Devereux Treatment Program,66,28,3,0,0,3,91,9,32,inf
2021-03-16 00:00:00,Deerwood Elementary,79,11,0,5,1,3,50,50,440,472.0
2021-03-16 00:00:00,Cypress Springs Elementary,73,9,1,12,1,4,53,47,693,786.0
2021-03-16 00:00:00,Cypress Creek High,73,16,1,7,1,2,33,67,3161,2766.0
2021-03-16 00:00:00,Cornerstone Charter Academy High School,80,10,2,4,1,4,57,43,501,inf
2021-03-16 00:00:00,Cornerstone Academy Charter,78,11,0,6,0,5,70,30,969,inf
2021-03-16 00:00:00,Corner Lake Middle,78,13,0,4,1,4,53,47,813,1096.0
2021-03-16 00:00:00,Conway Middle,77,17,0,1,1,4,39,61,695,926.0
2021-03-16 00:00:00,Conway Elementary,69,21,0,4,0,6,43,57,512,572.0
2021-03-16 00:00:00,Columbia Elementary,80,9,0,4,2,5,69,31,497,780.0
2021-03-16 00:00:00,Colonial High,80,13,1,3,1,2,26,74,3190,3743.0
2021-03-16 00:00:00,College Park Middle,24,69,0,2,0,5,84,16,750,783.0
2021-03-16 00:00:00,Clemente Middle School,78,13,0,5,1,2,26,74,1014,1402.0
2021-03-16 00:00:00,Clay Springs Elementary,74,17,1,1,1,6,50,50,737,786.0
2021-03-16 00:00:00,Citrus Elementary,32,56,1,8,1,3,79,21,499,566.0
2021-03-16 00:00:00,Chickasaw Elementary,75,19,1,1,1,3,30,70,569,822.0
2021-03-16 00:00:00,Cherokee,50,42,0,3,0,6,67,33,36,inf
2021-03-16 00:00:00,Cheney Elementary,73,20,0,4,0,3,40,60,468,683.0
2021-03-16 00:00:00,Chancery High Charter,60,34,2,1,1,2,43,57,516,inf
2021-03-16 00:00:00,Chain Of Lakes Middle,48,43,1,3,1,4,59,41,1119,996.0
2021-03-16 00:00:00,Central Florida Leadership Academy Chart,54,40,0,3,0,4,63,37,111,inf
2021-03-16 00:00:00,Catalina Elementary,22,76,0,0,0,1,78,22,680,754.0
2021-03-16 00:00:00,Castleview Elementary,81,5,0,10,1,2,55,45,717,791.0
2021-03-16 00:00:00,Castle Creek Elementary,66,22,1,5,1,5,42,58,615,768.0
2021-03-16 00:00:00,Carver Middle,9,90,0,0,0,0,88,12,760,1231.0
2021-03-16 00:00:00,Camelot Elementary,69,19,1,7,1,4,51,49,581,672.0
2021-03-16 00:00:00,Brookshire Elementary,75,11,0,6,1,6,65,35,544,593.0
2021-03-16 00:00:00,Bridgewater Middle,82,8,0,7,0,3,64,36,1848,1040.0
2021-03-16 00:00:00,Bridgeprep Academy Charter,82,16,0,0,1,1,15,85,307,inf
2021-03-16 00:00:00,Boone High,82,11,1,2,0,3,60,40,2771,2799.0
2021-03-16 00:00:00,Bonneville Elementary,86,8,0,1,0,4,38,62,447,842.0
2021-03-16 00:00:00,Blankner K-8,81,9,0,3,1,6,76,24,805,891.0
2021-03-16 00:00:00,Beta,52,44,0,0,2,2,46,54,48,inf
2021-03-16 00:00:00,Bay Meadows Elementary,63,12,0,18,0,6,69,31,669,801.0
2021-03-16 00:00:00,Bay Lake Elementary,82,7,0,8,0,2,45,55,730,791.0
2021-03-16 00:00:00,Baldwin Park Elementary,73,8,0,10,1,8,70,30,759,688.0
2021-03-16 00:00:00,Azalea Park Elementary,82,10,0,4,1,3,28,72,440,599.0
2021-03-16 00:00:00,Avalon Middle,76,10,1,9,1,5,62,38,997,970.0
2021-03-16 00:00:00,Avalon Elementary,79,9,0,6,1,5,67,33,657,601.0
2021-03-16 00:00:00,Audubon Park School,78,11,0,5,0,7,83,17,1027,1202.0
2021-03-16 00:00:00,Aspire Academy Charter,14,81,0,0,1,3,78,22,97,inf
2021-03-16 00:00:00,Arbor Ridge K-8,72,12,0,10,0,5,53,47,772,776.0
2021-03-16 00:00:00,Apopka Middle,66,29,0,2,1,2,52,48,1120,1076.0
2021-03-16 00:00:00,Apopka High,61,34,0,2,0,2,67,33,3421,3231.0
2021-03-16 00:00:00,Apopka Elementary,56,36,0,1,1,5,60,40,843,770.0
2021-03-16 00:00:00,Andover Elementary,72,16,0,8,1,2,41,59,735,646.0
2021-03-16 00:00:00,Aloma High Charter,66,27,1,1,0,5,49,51,482,inf
2021-03-16 00:00:00,Aloma Elementary,65,21,1,8,0,5,50,50,496,547.0
2021-03-16 00:00:00,Access Charter,69,20,0,7,1,4,55,45,131,inf
2021-03-16 00:00:00,Acceleration West,44,51,0,2,1,2,65,35,246,inf
2021-03-16 00:00:00,Acceleration East,83,15,1,0,0,2,18,82,172,inf
2021-03-16 00:00:00,AMIkids Orlando,39,61,0,0,0,0,78,22,18,inf
2021-03-01 00:00:00,Zellwood Elementary,73,21,1,1,1,4,50,50,584,569.0
2021-03-01 00:00:00,Wyndham Lakes Elementary,74,17,1,5,1,2,32,68,944,768.0
2021-03-01 00:00:00,Workforce Advantage Academy Charter,15,83,0,0,0,2,88,12,257,inf
2021-03-01 00:00:00,Wolf Lake Middle,62,31,0,2,0,4,67,33,1360,1091.0
2021-03-01 00:00:00,Wolf Lake Elementary,64,28,0,3,0,5,76,24,996,744.0
2021-03-01 00:00:00,Winter Park High,77,10,0,8,0,4,69,31,3259,3628.0
2021-03-01 00:00:00,Winegard Elementary,74,22,1,2,1,1,29,71,651,722.0
2021-03-01 00:00:00,Windy Ridge K-8,72,13,0,11,0,3,54,46,1152,1229.0
2021-03-01 00:00:00,Windermere High School,82,8,0,7,0,2,62,38,4239,2753.0
2021-03-01 00:00:00,Windermere Elementary,81,4,0,11,1,3,83,17,647,726.0
2021-03-01 00:00:00,Whispering Oak Elementary,76,9,0,9,1,5,74,26,1063,659.0
2021-03-01 00:00:00,Wheatley Elementary,24,72,0,1,0,2,77,23,429,445.0
2021-03-01 00:00:00,Wetherbee Elementary,73,15,0,9,1,1,31,69,1097,758.0
2021-03-01 00:00:00,Westridge Middle,47,50,0,1,0,2,52,48,1218,1007.0
2021-03-01 00:00:00,Westpointe Elementary,65,27,0,4,0,4,49,51,649,791.0
2021-03-01 00:00:00,Westbrooke Elementary,62,26,1,5,1,6,68,32,567,785.0
2021-03-01 00:00:00,West Orange High,69,19,1,7,1,4,72,28,2341,2994.0
2021-03-01 00:00:00,West Oaks Elementary,6,92,0,0,1,1,92,8,545,552.0
2021-03-01 00:00:00,West Creek Elementary,73,7,1,14,1,4,45,55,708,642.0
2021-03-01 00:00:00,Wekiva High,44,50,1,3,0,2,69,31,2020,2707.0
2021-03-01 00:00:00,Wedgefield School,82,11,0,2,1,4,68,32,891,1054.0
2021-03-01 00:00:00,Waterford Elementary,72,16,0,5,1,7,50,50,564,721.0
2021-03-01 00:00:00,Waterbridge Elementary,78,14,1,3,1,3,29,71,657,814.0
2021-03-01 00:00:00,Water Spring Elementary,85,6,0,4,1,4,55,45,792,791.0
2021-03-01 00:00:00,Washington Shores Elementary,11,88,0,0,0,1,88,12,454,644.0
2021-03-01 00:00:00,Walker Middle,70,25,1,2,1,1,32,68,899,1163.0
2021-03-01 00:00:00,Vista Pointe Elementary,76,17,0,2,1,4,24,76,455,791.0
2021-03-01 00:00:00,Vista Lakes Elementary,75,13,1,8,1,3,40,60,616,731.0
2021-03-01 00:00:00,Village,67,17,0,0,0,17,50,50,6,inf
2021-03-01 00:00:00,Ventura Elementary,77,18,1,1,1,2,24,76,650,777.0
2021-03-01 00:00:00,University High,70,15,1,10,1,4,43,57,2509,2590.0
2021-03-01 00:00:00,Universal Education Center,53,33,7,0,0,7,67,33,15,inf
2021-03-01 00:00:00,Union Park Middle,75,19,0,2,1,2,29,71,769,1318.0
2021-03-01 00:00:00,Union Park Elementary,77,18,1,3,0,2,30,70,512,601.0
2021-03-01 00:00:00,UCP West Orange Charter,69,19,0,3,1,8,50,50,170,inf
2021-03-01 00:00:00,UCP Transitional Learning Academy High,66,29,1,1,0,3,54,46,145,inf
2021-03-01 00:00:00,UCP Pine Hills Charter,25,70,1,1,2,2,78,22,178,inf
2021-03-01 00:00:00,UCP Orange Charter,72,23,0,1,1,3,32,68,174,inf
2021-03-01 00:00:00,UCP East Charter,77,10,0,7,1,5,42,58,116,inf
2021-03-01 00:00:00,UCP Bailes Community Academy,73,15,0,3,0,8,48,52,348,inf
2021-03-01 00:00:00,Timber Springs Middle,68,17,0,9,0,6,56,44,928,1227.0
2021-03-01 00:00:00,Timber Lakes Elementary,69,11,0,12,1,8,61,39,778,792.0
2021-03-01 00:00:00,Timber Creek High,75,12,1,7,1,4,60,40,3515,2592.0
2021-03-01 00:00:00,Tildenville Elementary,70,23,0,1,1,5,47,53,499,682.0
2021-03-01 00:00:00,Three Points Elementary,86,8,1,1,1,3,19,81,470,654.0
2021-03-01 00:00:00,Thornebrooke Elementary,70,16,1,10,0,4,77,23,589,636.0
2021-03-01 00:00:00,Tangelo Park Elementary,23,75,0,0,0,2,76,24,477,606.0
2021-03-01 00:00:00,Sunshine High Charter,40,54,1,1,1,3,64,36,488,inf
2021-03-01 00:00:00,Sunshine Elementary,80,11,0,4,2,4,37,63,654,791.0
2021-03-01 00:00:00,Sunset Park Elementary,84,5,0,5,0,5,52,48,812,753.0
2021-03-01 00:00:00,Sunrise Elementary,80,8,0,8,0,4,69,31,467,551.0
2021-03-01 00:00:00,Sunridge Middle,74,15,0,7,0,3,74,26,1365,1126.0
2021-03-01 00:00:00,Sunridge Elementary,65,22,0,5,1,7,59,41,688,812.0
2021-03-01 00:00:00,Sun Blaze Elementary,76,9,0,8,0,7,42,58,810,786.0
2021-03-01 00:00:00,Summerlake Elementary,81,5,0,9,0,4,63,37,885,791.0
2021-03-01 00:00:00,Stone Lakes Elementary,70,13,0,11,1,5,63,37,688,752.0
2021-03-01 00:00:00,Spring Lake Elementary,90,6,0,0,0,3,32,68,458,572.0
2021-03-01 00:00:00,Southwood Elementary,68,22,0,6,1,3,42,58,497,571.0
2021-03-01 00:00:00,Southwest Middle,67,23,0,8,0,2,59,41,1419,1163.0
2021-03-01 00:00:00,South Creek Middle,72,17,1,7,1,1,33,67,1087,1077.0
2021-03-01 00:00:00,Simon Youth Found Acad At Outlet Mktpl,59,32,3,0,0,6,50,50,34,inf
2021-03-01 00:00:00,Shingle Creek Elementary,45,52,0,1,1,1,58,42,745,752.0
2021-03-01 00:00:00,Shenandoah Elementary,78,14,1,2,1,4,47,53,538,665.0
2021-03-01 00:00:00,Sheeler High Charter,53,42,1,1,1,3,59,41,353,inf
2021-03-01 00:00:00,Sand Lake Elementary,72,11,1,12,1,4,65,35,576,768.0
2021-03-01 00:00:00,Sally Ride Elementary,72,20,0,4,1,3,45,55,398,544.0
